"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-01",101.4358,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-02",101.4159,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-03",101.2529,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-04",100.9797,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-05",100.8184,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-06",100.856,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-07",101.0567,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-08",101.2239,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.397,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.5352,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-11",101.3444,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.7358,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.86816,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.45708,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.55175,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.94593,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",100.2327,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",100.3063,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",100.2253,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",100.1383,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",100.0665,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",99.9906,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",99.92298,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.83378,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.71871,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.68825,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.63453,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.56064,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.48489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.36538,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.1757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.02451,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.89703,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.80634,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",98.92071,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.3557,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.0597,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.5282,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.594,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.406,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.2148,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.1121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.0727,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.057,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.0509,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.081,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.2211,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.5617,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",101.07,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",101.3991,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",101.4248,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",101.2152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",101.0056,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.8099,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.6306,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.5052,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.3864,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.2679,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.3027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.6234,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.1578,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.4576,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.3588,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",100.9809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.5108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.4222,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.382,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.3366,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.2469,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.1338,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.0186,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.88658,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.80253,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.74367,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.68389,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.65256,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.64492,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.65349,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.6756,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.7049,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.70924,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.6013,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.23438,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.65956,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.194,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",97.80073,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",97.40484,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.13741,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",96.98454,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",96.90536,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",96.8356,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",96.76674,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",96.66637,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",96.54711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",96.41756,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",96.25221,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",96.12099,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",96.05589,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",96.03273,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",96.0364,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",96.08392,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.22077,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",96.32407,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",96.41378,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",96.54941,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",96.59094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",96.51131,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",96.3549,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",96.31713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",96.45277,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",96.71371,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",96.81335,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",96.71243,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",96.51952,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",96.29307,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.08506,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",95.86864,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",95.74615,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",95.71744,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",95.80231,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",95.91998,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",96.10278,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",96.37862,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",96.58816,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",96.70643,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",96.78266,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",96.82204,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",96.85883,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",96.91698,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",96.97337,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.04897,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.15253,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.20493,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.23434,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.3239,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.43286,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",97.6058,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",97.86369,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.03087,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.07473,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.08787,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.24423,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.6366,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.26959,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.6673,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.80871,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.78971,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.78627,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",99.90911,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.1474,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.3206,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.4975,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.7331,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.9219,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",101.1148,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.3604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.4967,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.4887,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.366,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.3361,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.2792,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.1818,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.0888,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.0516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.1018,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.1386,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.1778,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.225,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",101.2215,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",101.0869,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.9018,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.4387,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.3024,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.3841,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.6185,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.6986,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.6634,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.6681,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.706,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.7673,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.8321,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.9127,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.8999,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.8703,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.9352,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.0457,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.4222,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.6565,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.7502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.7877,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.7692,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.7242,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.6556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.7015,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.8027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.8945,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",102.0151,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",102.1384,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",102.2186,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",102.2005,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",102.0741,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.9523,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.8692,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.7518,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.608,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.4499,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.2284,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.9164,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.6411,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.413,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.1924,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.0278,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.84315,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.88669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.1086,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.1773,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.1838,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.08,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.88109,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.72496,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.68238,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.65932,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.70844,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.7384,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.68882,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.6796,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.77661,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.86659,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",100.0082,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.2225,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.3364,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.3511,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.2533,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.0306,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.78371,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.63614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.59229,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.52084,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.40775,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.29318,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.20544,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.2755,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.4214,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.66664,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.84485,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.87735,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.93852,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.90047,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.91418,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.0592,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.33,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.5653,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.7306,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.8165,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.8831,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.9892,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",101.0502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.9867,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.917,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.8176,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8165,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.9347,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.012,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.9778,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.9675,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.9386,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",101.0718,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",101.1781,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",101.2452,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1549,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.8964,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.6566,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.4663,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.3203,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.3379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.4908,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.6452,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.797,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.9475,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.1162,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.2643,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.261,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.258,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.3941,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.5291,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.6161,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.6854,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.6682,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.6855,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.7521,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.8336,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.929,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.9452,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.9291,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.933,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.9553,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.9815,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.0669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.0709,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.1244,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.0883,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.9775,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.2962,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.0341,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.0103,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.013,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.949,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.8705,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8451,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.9443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.0751,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.2242,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.4019,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.6574,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.9458,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.1861,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.2269,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.2637,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.3044,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.2974,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.2999,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.2757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.2122,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.1596,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.0705,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.0462,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.0828,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.1547,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.0888,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.8808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.5373,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.1788,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.8903,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.692,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.5583,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.3623,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2637,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.1925,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.2164,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.4469,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.8484,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.2153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.2492,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.0723,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.7313,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.3887,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.0516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.76491,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.5303,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.38361,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.36069,
